번호,업체명,모델명,월간소비전력량(kwh/월),연간에너지비용(원),용량,효율등급,시간당 이산화탄소 배출량
1933,삼성전자(주),RF10T9915APG,41.26,"79,000",934.8,1,934.8
1934,하이얼 전자판매(주),BCD-261K(E),26.11,"50,000",244.1,2,244.1
1935,하이얼 전자판매(주),FL1-470,18.45,"35,000",355.8,1,355.8
1936,LG전자(주),J853MB35W,52.96,"102,000",847,2,847
1937,삼성전자(주),RF10T9915MZG,41.26,"79,000",934.8,1,934.8
1938,하이얼 전자판매(주),FF2-550-2,37.44,"72,000",438,4,438
1939,LG전자(주),J853SN35W,52.96,"102,000",847,2,847
1940,오텍캐리어냉장 주식회사,CRFTD086BDA,23.02,"44,000",86,4,86
1941,오텍캐리어냉장 주식회사,CRFTD086MDA,23.02,"44,000",86,4,86
1942,오텍캐리어냉장 주식회사,CRFTD086WDA,23.02,"44,000",86,4,86
1943,주식회사 씨엔컴퍼니,R-C117S,23.5,"45,000",117.2,3,117.2
1944,주식회사 씨엔컴퍼니,R-C157S,25.52,"49,000",156.4,3,156.4
1945,주식회사 위니아,GRE929SMUT,45.38,"87,000",921.2,1,921.2
1946,주식회사 위니아,NGRW909EMPS,50.22,"96,000",895.5,2,895.5
1947,삼성전자(주),RF85T95G1APW,38.62,"74,000",866.7,1,866.7
1948,LG전자(주),M870SSS451,43.02,"83,000",875.4,1,875.4
1949,LG전자(주),M870GSM451,43.02,"83,000",875.4,1,875.4
1950,LG전자(주),M870GSS451,43.02,"83,000",875.4,1,875.4
1951,LG전자(주),M870GBP451,43.02,"83,000",875.4,1,875.4
1952,LG전자(주),M870AAA451,43.02,"83,000",875.4,1,875.4
1953,삼성전자(주),RF85T95G2APW,42.77,"82,000",866.7,1,866.7
1954,LG전자(주),M870GPB451,43.02,"83,000",875.4,1,875.4
1955,LG전자(주),M870GBM451,43.02,"83,000",875.4,1,875.4
1956,LG전자(주),M870FBS451,43.02,"83,000",875.4,1,875.4
1957,LG전자(주),M870MGG451,43.02,"83,000",875.4,1,875.4
1958,LG전자(주),M870GMB451,43.02,"83,000",875.4,1,875.4
1959,LG전자(주),M870GBB451,43.02,"83,000",875.4,1,875.4
1960,하이얼 전자판매(주),FF4-480,41.98,"81,000",337.7,5,337.7
1961,삼성전자(주),RT19T3008GS,28.88,"55,000",209.5,2,209.5
1962,LG전자(주),M870SMM451,43.02,"83,000",875.4,1,875.4
1963,LG전자(주),M870SGG451,43.02,"83,000",875.4,1,875.4
1964,삼성전자(주),RF10T9915MYM,41.26,"79,000",934.8,1,934.8
1965,삼성전자(주),RF10T9915MZM,41.26,"79,000",934.8,1,934.8
1966,삼성전자(주),RF10T9915M4M,41.26,"79,000",934.8,1,934.8
1967,LG전자(주),M870SGS451,43.02,"83,000",875.4,1,875.4
1968,삼성전자(주),RF85T926155,40.66,"78,000",874.1,1,874.1
1969,삼성전자(주),RB34T6001SA,26.06,"50,000",336,3,336
1970,서울전자,BCD-238SMLH(E),30.46,"58,000",225.2,3,225.2
1971,삼성전자(주),RF85T926188,40.66,"78,000",874.1,1,874.1
1972,서울전자,MDRF375WE-RE,39.06,"75,000",309.5,2,309.5
1973,삼성전자(주),RF10T9915APM,41.26,"79,000",934.8,1,934.8
1974,LG전자(주),X320AA,15.26,"29,000",386.6,1,386.6
1975,하이얼 전자판매(주),HRB240MDB,26.58,"51,000",228.1,2,228.1
1976,삼성전자(주),RT38T503M1L,33.66,"65,000",386.8,4,386.8
1977,LG전자(주),X320GB,15.26,"29,000",386.6,1,386.6
1978,삼성전자(주),RF85T91S1AP,39.2,"75,000",877.2,1,877.2
1979,삼성전자(주),RR39T760535,13.66,"26,000",382.3,1,382.3
1980,삼성전자(주),RT50T6035WW,35.52,"68,000",502.3,3,502.3
1981,LG전자(주),X320GP,15.26,"29,000",386.6,1,386.6
1982,삼성전자(주),RT50T603HS8,30.96,"59,000",502.3,3,502.3
1983,삼성전자(주),RT19T3007GS,24.03,"46,000",209.5,2,209.5
1984,삼성전자(주),RT43T6035WW,32.48,"62,000",441.8,3,441.8
1985,LG전자(주),X320GS,15.26,"29,000",386.6,1,386.6
1986,삼성전자(주),RT53T6035WW,36.43,"70,000",529.5,3,529.5
1987,LG전자(주),X320GM,15.26,"29,000",386.6,1,386.6
1988,LG전자(주),F872SS10E,34.54,"66,000",866.9,1,866.9
1989,주식회사 보만코리아,RF1062U,20.78,"40,000",106.1,3,106.1
1990,LG전자(주),B600S51,34.91,"67,000",591.2,2,591.2
1991,삼성전자(주),RT43K6035SL,32.48,"62,000",441.8,3,441.8
1992,삼성전자(주),RT53K6035SL,36.43,"70,000",529.5,3,529.5
1993,삼성전자(주),RT50K6035SL,35.52,"68,000",502.3,3,502.3
1994,LG전자(주),M620SGG351,33.54,"64,000",614,2,614
1995,LG전자(주),M620MGG351,33.54,"64,000",614,2,614
1996,LG전자(주),M620GSS351,33.54,"64,000",614,2,614
1997,LG전자(주),M620GPB351,33.54,"64,000",614,2,614
1998,LG전자(주),M620GMB351,33.54,"64,000",614,2,614
1999,LG전자(주),M620GBP351,33.54,"64,000",614,2,614
2000,LG전자(주),M620GBM351,33.54,"64,000",614,2,614
2001,LG전자(주),M620GBB351,33.54,"64,000",614,2,614
2002,LG전자(주),M620AAA351,33.54,"64,000",614,2,614
2003,LG전자(주),M620SGS351,33.54,"64,000",614,2,614
2004,LG전자(주),M620SMM351,33.54,"64,000",614,2,614
2005,LG전자(주),M620FBS351,33.54,"64,000",614,2,614
2006,LG전자(주),M620SSS351,33.54,"64,000",614,2,614
2007,LG전자(주),M620GSM351,33.54,"64,000",614,2,614
2008,삼성전자(주),RB38R7711S9,27.84,"53,000",392.9,3,392.9
2009,삼성전자(주),RB33R8798SRL,29.58,"57,000",342.6,4,342.6
2010,하이얼 전자판매(주),HRB285MDB,29.28,"56,000",269.1,2,269.1
2011,삼성전자(주),RB33R8798SR,29.58,"57,000",342.6,4,342.6
2012,삼성전자(주),RB38R7711S9L,27.84,"53,000",392.9,3,392.9
2013,삼성전자(주),RT25NAR4HWW,25.79,"50,000",256.6,2,256.6
2014,LG전자(주),F873SS10,49.38,"95,000",875.2,2,875.2
2015,LG전자(주),F873W30,52.3,"100,000",872.4,2,872.4
2016,LG전자(주),F873S30,52.3,"100,000",872.4,2,872.4
2017,LG전자(주),B180WM,29.68,"57,000",187.3,3,187.3
2018,LG전자(주),F873S10,49.38,"95,000",875.2,2,875.2
2019,LG전자(주),B180DSM,29.68,"57,000",187.3,3,187.3
2020,LG전자(주),F873S30H,52.3,"100,000",872.4,2,872.4
2021,삼성전자(주),RT25NARAHS8,25.79,"50,000",256.6,2,256.6
2022,하이얼 전자판매(주),HRT356MNM,37.47,"72,000",330,2,330
2023,하이얼 전자판매(주),HRT166MDW,22.91,"44,000",154.8,3,154.8
2024,LG전자(주),X320MM,15.26,"29,000",386.6,1,386.6
2025,서울전자,W20CKBA,26.11,"50,000",181.9,3,181.9
2026,서울전자,W20CKBB,26.11,"50,000",181.9,3,181.9
2027,서울전자,WD-175R,26.11,"50,000",181.9,3,181.9
2028,오텍캐리어냉장 주식회사,CRF-SN466BFC,43.31,"83,000",466.5,4,466.5
2029,주식회사 윈텍,WK-45RC,12.75,"24,000",44.8,5,44.8
2030,주식회사 씨엔컴퍼니,REF-C120S,23.5,"45,000",117.2,3,117.2
2031,주식회사 씨엔컴퍼니,REF-C160S,25.52,"49,000",156.4,3,156.4
2032,주식회사 윈텍,WK-45RR,12.75,"24,000",44.8,5,44.8
2033,주식회사 코스모앤컴퍼니,16318 4,12.91,"25,000",367,1,367
2034,LG전자(주),F873SS32E,42.37,"81,000",876.2,1,876.2
2035,아임테크날러지,RFGF-500VW,39.18,"75,000",522.6,3,522.6
2036,아임테크날러지,RFGT-215PW,26.77,"51,000",218.4,3,218.4
2037,LG전자(주),S633SN35Q,44.9,"86,000",637.5,3,637.5
2038,LG전자(주),GR-M297GLRB,45.68,"88,000",823.6,2,823.6
2039,삼성전자(주),RR39T7695AP,14.69,"28,000",382.7,1,382.7
2040,삼성전자(주),RS84T503115,38.4,"74,000",850.6,1,850.6
2041,주식회사 위니아전자매뉴팩처링,WKR83DSJPWI,38.38,"74,000",834,1,834
2042,삼성전자(주),RF85T95G1APC,38.62,"74,000",866.7,1,866.7
2043,루컴즈전자 주식회사,BCD-317WBP,27.87,"54,000",312,1,312
2044,주식회사 위니아전자매뉴팩처링,WKR83DSSBBI,37.57,"72,000",830,1,830
2045,오텍캐리어냉장 주식회사,HRFSN566HMFR,49.54,"95,000",565.5,4,565.5
2046,삼성전자(주),RF85T95G1APN,38.62,"74,000",866.7,1,866.7
2047,LG전자(주),S833SN75,44.8,"86,000",820.2,2,820.2
2048,LG전자(주),J822SN35,54.83,"105,000",819.7,2,819.7
2049,오텍캐리어냉장 주식회사,CRF-TD090BDA,13.14,"25,000",91.2,3,91.2
2050,주식회사 루컴즈,RCG162K1,23.86,"46,000",162,3,162
2051,주식회사 위니아전자매뉴팩처링,GRG839SJLM,48.98,"94,000",828,2,828
2052,주식회사 위니아전자매뉴팩처링,WRK839EJHW,49.09,"94,000",834,2,834
2053,주식회사 위니아전자매뉴팩처링,WRG809SJWS,50.1,"96,000",801,2,801
2054,주식회사 위니아전자매뉴팩처링,WRG809PJSM,45.23,"87,000",802,2,802
2055,주식회사 위니아전자매뉴팩처링,ERK839EJSS,49.09,"94,000",834,2,834
2056,주식회사 위니아전자매뉴팩처링,GRG809SJLM,45.23,"87,000",802,2,802
2057,삼성전자(주),RF85T9331T1,42.43,"81,000",868.7,1,868.7
2058,주식회사 위니아,NGRW909EMPSA,50.22,"96,000",895.5,2,895.5
2059,주식회사 위니아,ERW909EMUTA,50.22,"96,000",895.5,2,895.5
2060,LG전자(주),J813SN35,45.73,"88,000",803.9,2,803.9
2061,LG전자(주),J813MC35,45.73,"88,000",803.9,2,803.9
2062,주식회사 위니아,WRW909EMESA,50.22,"96,000",895.5,2,895.5
2063,LG전자(주),J822MB35,54.83,"105,000",819.7,2,819.7
2064,오텍캐리어냉장 주식회사,CRF-SN337MFC,37.97,"73,000",337.7,4,337.7
2065,주식회사 코코일렉,CAB20XD,27.25,"52,000",200.8,2,200.8
2066,오텍캐리어냉장 주식회사,CRTN355MSH,18,"35,000",355.8,1,355.8
2067,삼성전자(주),RF85T9331AP,42.43,"81,000",868.7,1,868.7
2068,주식회사 코코일렉,CAN25CD,30.88,"59,000",255.2,2,255.2
2069,주식회사 위니아,RW90EENG3,50.22,"96,000",895.5,2,895.5
2070,LG전자(주),J823MT86S,54.16,"104,000",828.2,2,828.2
2071,오텍캐리어냉장 주식회사,CRF-TD182BDE,29.31,"56,000",180.8,3,180.8
2072,오텍캐리어냉장 주식회사,HRFSN566HBFR,49.54,"95,000",565.5,4,565.5
2073,삼성전자(주),RF85T901378,47.6,"91,000",877.2,2,877.2
2074,아임테크날러지,BCD-500WTEP-63H,39.18,"75,000",522.6,3,522.6
2075,아임테크날러지,BCD-215V-63H,26.77,"51,000",218.4,3,218.4
2076,하이얼 전자판매(주),HRT90MDM,18.53,"36,000",84.6,3,84.6
2077,삼성전자(주),RF85T97E233C,45.89,"88,000",863.5,2,863.5
2078,하이얼 전자판매(주),FC2-455,37.47,"72,000",330,2,330
2079,LG전자(주),F873MB75E,43.25,"83,000",876.2,1,876.2
2080,삼성전자(주),RF85T95G241N,42.77,"82,000",866.7,1,866.7
2081,삼성전자(주),RF85T97E241N,45.89,"88,000",863.5,2,863.5
2082,삼성전자(주),RF10T9935QMS,40.98,"79,000",934.5,1,934.5
2083,삼성전자(주),RF10T9935MZS,40.98,"79,000",934.5,1,934.5
2084,삼성전자(주),RF10T9935BTG,40.98,"79,000",934.5,1,934.5
2085,삼성전자(주),RF10T9935MYG,40.98,"79,000",934.5,1,934.5
2086,삼성전자(주),RF10T9935M4S,40.98,"79,000",934.5,1,934.5
2087,삼성전자(주),RF85T95H341N,47.58,"91,000",866.7,2,866.7
2088,삼성전자(주),RF85T911135,39.2,"75,000",877.2,1,877.2
2089,삼성전자(주),RF85T901326,47.6,"91,000",877.2,2,877.2
2090,삼성전자(주),RF61T91C381,40.42,"78,000",608.9,2,608.9
2091,삼성전자(주),RF85T95H333C,47.58,"91,000",866.7,2,866.7
2092,LG전자(주),F873SN75E,43.25,"83,000",876.2,1,876.2
2093,LG전자(주),J813S35E,41.33,"79,000",803.9,2,803.9
2094,하이얼 전자판매(주),HRT257MDM,26.94,"52,000",248.5,2,248.5
2095,삼성전자(주),RF61T91C378,40.42,"78,000",608.9,2,608.9
2096,삼성전자(주),RF61T91C379,40.42,"78,000",608.9,2,608.9
2097,삼성전자(주),RF61T91C380,40.42,"78,000",608.9,2,608.9
2098,삼성전자(주),RF85T911101,39.2,"75,000",877.2,1,877.2
2099,삼성전자(주),RF85T95G233C,42.77,"82,000",866.7,1,866.7
2100,오텍캐리어냉장 주식회사,CRFTN256WDS,24.82,"48,000",256,1,256
2101,오텍캐리어냉장 주식회사,CRFTN256BDS,24.82,"48,000",256,1,256
2102,삼성전자(주),RF10T9955BTG,42.96,"82,000",923.4,1,923.4
2103,삼성전자(주),RF10T9955QMS,42.96,"82,000",923.4,1,923.4
2104,삼성전자(주),RF10T9955MZS,42.96,"82,000",923.4,1,923.4
2105,삼성전자(주),RF10T9955MYG,42.96,"82,000",923.4,1,923.4
2106,삼성전자(주),RF10T9955M4S,42.96,"82,000",923.4,1,923.4
2107,삼성전자(주),RF10T9965M4S,42.85,"82,000",905.5,1,905.5
2108,삼성전자(주),RF10T9965QMS,42.85,"82,000",905.5,1,905.5
2109,삼성전자(주),RF10T9965BTG,42.85,"82,000",905.5,1,905.5
2110,삼성전자(주),RF10T9965MZS,42.85,"82,000",905.5,1,905.5
2111,오텍캐리어냉장 주식회사,CRFTN256MDS,24.82,"48,000",256,1,256
2112,삼성전자(주),RF10T9965MYG,42.85,"82,000",905.5,1,905.5
2113,LG전자(주),F613SB3D,72.93,"140,000",630.5,4,630.5
2114,LG전자(주),F743SI4D,66.19,"127,000",763.8,4,763.8
2115,LG전자(주),F613SI3D,72.93,"140,000",630.5,4,630.5
2116,삼성전자(주),RF10T9935APG,40.98,"79,000",934.5,1,934.5
2117,LG전자(주),F813SB3D,79.15,"152,000",823.6,4,823.6
2118,삼성전자(주),RF10T9955APG,42.96,"82,000",923.4,1,923.4
2119,삼성전자(주),RF10T9965APG,42.85,"82,000",905.5,1,905.5
2120,삼성전자(주),RF10T9935APS,40.98,"79,000",934.5,1,934.5
2121,삼성전자(주),RF10T9965APS,42.85,"82,000",905.5,1,905.5
2122,삼성전자(주),RF10T9955APS,42.96,"82,000",923.4,1,923.4
2123,오텍캐리어냉장 주식회사,HRFSN614BDR,46.91,"90,000",614.2,3,614.2
2124,LG전자(주),F813SI3D,79.15,"152,000",823.6,4,823.6
2125,(주)로티,BC-130RDA,17.74,"34,000",101,3,101
2126,주식회사 코코일렉,CAG23WC,30.38,"58,000",230.3,2,230.3
2127,주식회사 코코일렉,CAP23RC,30.38,"58,000",230.3,2,230.3
2128,오텍캐리어냉장 주식회사,CRF-TN350BDC,34.51,"66,000",349,4,349
2129,오텍캐리어냉장 주식회사,CRF-TN255MDE,31.7,"61,000",255,2,255
2130,LG전자(주),J853SN35E,44.66,"86,000",846.9,1,846.9
2131,삼성전자(주),RF85T9261T1,40.66,"78,000",874.1,1,874.1
2132,LG전자(주),F873SS31,52.93,"102,000",876.2,2,876.2
2133,LG전자(주),F873SS31H,52.93,"102,000",876.2,2,876.2
2134,LG전자(주),F873SN55E,46.61,"89,000",875.3,2,875.3
2135,하이얼 전자판매(주),HRS563MNB,42.05,"81,000",521.5,3,521.5
2136,주식회사 코코일렉,CAQ25CC,32.18,"62,000",250.1,2,250.1
2137,주식회사 코코일렉,CAK25QC,32.18,"62,000",250.1,2,250.1
2138,LG전자(주),F873EF35E,42.05,"81,000",876.2,1,876.2
2139,LG전자(주),F873TW35E,42.05,"81,000",876.2,1,876.2
2140,LG전자(주),F873TG35E,42.05,"81,000",876.2,1,876.2
2141,주식회사 코코일렉,CAD25RD,30.88,"59,000",255.2,2,255.2
2142,LG전자(주),F873SS11,49.06,"94,000",879,2,879
2143,삼성전자(주),RT62N704HS9,33.58,"64,000",620.8,2,620.8
2144,주식회사 윈텍,WK-45RB,12.75,"24,000",44.8,5,44.8
2145,LG전자(주),F873S31,52.93,"102,000",876.2,2,876.2
2146,LG전자(주),S831TS35,46.42,"89,000",823.6,2,823.6
2147,LG전자(주),B600SEM,41.44,"80,000",589.8,3,589.8
2148,LG전자(주),B600WMM,41.44,"80,000",589.8,3,589.8
2149,LG전자(주),S833SN35E,41.3,"79,000",821.8,1,821.8
2150,LG전자(주),S833TS35,46.42,"89,000",823.6,2,823.6
2151,LG전자(주),F873NS55E,46.61,"89,000",875.3,2,875.3
2152,삼성전자(주),RF85T9261AP,40.66,"78,000",874.1,1,874.1
2153,LG전자(주),B608SM,33.76,"65,000",589.8,2,589.8
2154,LG전자(주),B600SM,41.44,"80,000",589.8,3,589.8
2155,오텍캐리어냉장 주식회사,CRFSN560OFC,49.54,"95,000",565.5,4,565.5
2156,오텍캐리어냉장 주식회사,CRFSN560WMFC,49.54,"95,000",565.5,4,565.5
2157,오텍캐리어냉장 주식회사,CRFSN560MFC,49.54,"95,000",565.5,4,565.5
2158,오텍캐리어냉장 주식회사,CRFSN560WFC,49.54,"95,000",565.5,4,565.5
2159,삼성전자(주),RF85T98B276,48.82,"94,000",845,2,845
2160,삼성전자(주),RF85T92P177B,40.06,"77,000",854.9,1,854.9
2161,삼성전자(주),RF85T926232,46.26,"89,000",874.1,2,874.1
2162,코스텔(주),CFR-250BR,43.31,"83,000",231.1,3,231.1
2163,LG전자(주),S831W32E,41.3,"79,000",821.8,1,821.8
2164,LG전자(주),S831S32E,41.3,"79,000",821.8,1,821.8
2165,LG전자(주),S831SS30E,41.3,"79,000",821.8,1,821.8
2166,LG전자(주),S831S30E,41.3,"79,000",821.8,1,821.8
2167,LG전자(주),S831W30E,41.3,"79,000",821.8,1,821.8
2168,LG전자(주),S831SS32E,41.3,"79,000",821.8,1,821.8
2169,LG전자(주),F873MB75,47.23,"91,000",876.2,2,876.2
2170,LG전자(주),F873SN75,47.23,"91,000",876.2,2,876.2
2171,LG전자(주),F873MT75,47.23,"91,000",876.2,2,876.2
2172,LG전자(주),F873SS32,47.23,"91,000",876.2,2,876.2
2173,주식회사 위니아전자매뉴팩처링,WKR83DSSBBF,48.48,"93,000",830,2,830
2174,주식회사 위니아전자매뉴팩처링,WKR83DSJPW,49.09,"94,000",834,2,834
2175,주식회사 보만코리아,RF1064U,20.78,"40,000",106.1,3,106.1
2176,주식회사 보만코리아,RF1063R,20.78,"40,000",106.1,3,106.1
2177,주식회사 위니아에이드,BRT24DZS,25.36,"49,000",243,2,243
2178,주식회사 코코일렉,CAM20RD,27.25,"52,000",200.8,2,200.8
2179,주식회사 위니아에이드,BRB24DCO,33.26,"64,000",239,2,239
2180,LG전자(주),F902ND78E,43.78,"84,000",904.6,1,904.6
2181,LG전자(주),F622SI0D,49.57,"95,000",643.7,3,643.7
2182,주식회사 보만코리아,BC-130RDB,20.78,"40,000",106.1,3,106.1
2183,LG전자(주),F873SN35,47.23,"91,000",876.2,2,876.2
2184,LG전자(주),F873EF55,50.27,"97,000",875.3,2,875.3
2185,LG전자(주),F873TW55,50.27,"97,000",875.3,2,875.3
2186,LG전자(주),F873TG55,50.27,"97,000",875.3,2,875.3
2187,삼성전자(주),RB33N300NS,23.38,"45,000",334.6,3,334.6
2188,주식회사 제네랄어플라이언스,GSE28VGBFWW,74.46,"143,000",703.9,4,703.9
2189,주식회사 위니아,DGRE929SMUTA,45.38,"87,000",921.2,1,921.2
2190,주식회사 제네랄어플라이언스,GSE30VHBTWW,76.9,"148,000",762.9,4,762.9
2191,삼성전자(주),RB34K6005,29.28,"56,000",353.4,4,353.4
2192,주식회사 위니아,GRE929SMUTA,45.38,"87,000",921.2,1,921.2
2193,주식회사 위니아,WRE929SMHSA,45.38,"87,000",921.2,1,921.2
2194,주식회사 씨엔컴퍼니,REF-D85C,22.93,"44,000",80.1,4,#N/A
2195,삼성전자(주),RB33T3662AP,26.8,"51,000",337,3,337
2196,삼성전자(주),RB33T3004AP,31.49,"60,000",337,4,337
2197,주식회사 제네랄어플라이언스,GSE28VHBFWW,77.25,"148,000",709.4,4,709.4
2198,주식회사 제네랄어플라이언스,GCE24KBBAFSS,60.43,"116,000",626,4,626
2199,주식회사 제네랄어플라이언스,GSE30VHBCTSS,76.9,"148,000",762.9,4,762.9
2200,주식회사 제네랄어플라이언스,GSE28VGBCCSS,74.46,"143,000",703.9,4,703.9
2201,주식회사 씨엔컴퍼니,REF-D121C,22.66,"44,000",115.3,3,115.3
2202,주식회사 씨엔컴퍼니,REF-S240C,28.43,"55,000",247.4,3,247.4
2203,주식회사 씨엔컴퍼니,REF-C270C,45.65,"88,000",253,3,253
2204,주식회사 씨엔컴퍼니,REF-D215C,30.45,"58,000",208.4,3,#N/A
2205,삼성전자(주),RF85T97E2APC,45.89,"88,000",863.5,2,863.5
2206,삼성전자(주),RF85T95G2APC,42.77,"82,000",866.7,1,866.7
2207,삼성전자(주),RF85T95H3APN,47.58,"91,000",866.7,2,866.7
2208,삼성전자(주),RF85T95H3APC,47.58,"91,000",866.7,2,866.7
2209,삼성전자(주),RF85T97E2APN,45.89,"88,000",863.5,2,863.5
2210,삼성전자(주),RF85T95G2APN,42.77,"82,000",866.7,1,866.7
2211,LG전자(주),F622SI1D,62.67,"120,000",604.4,4,604.4
2212,LG전자(주),F873S11E,39.04,"75,000",879,1,879
2213,주식회사 위니아전자,LKRA121DDB,9.78,"19,000",115.4,2,115.4
2214,삼성전자(주),RF52M5972S8,43.31,"83,000",524.9,3,524.9
2215,LG전자(주),F873TS31E,42.05,"81,000",876.2,1,876.2
2216,LG전자(주),F873SN35E,42.05,"81,000",876.2,1,876.2
2217,LG전자(주),M272PR34BR,34.93,"67,000",273.1,2,273.1
2218,(주)제이컬렉션,FAB10RBL2,13.63,"26,000",118.6,3,118.6
2219,(주)제이컬렉션,FAB10LBL2,13.63,"26,000",118.6,3,118.6
2220,(주)제이컬렉션,FAB10RDUJ2,13.63,"26,000",118.6,3,118.6
2221,(주)제이컬렉션,FAB10RPB2,13.63,"26,000",118.6,3,118.6
2222,(주)제이컬렉션,FAB10RPG2,13.63,"26,000",118.6,3,118.6
2223,(주)제이컬렉션,FAB10RRD2,13.63,"26,000",118.6,3,118.6
2224,(주)제이컬렉션,FAB10RWH2,13.63,"26,000",118.6,3,118.6
2225,(주)제이컬렉션,FAB10LCR2,13.63,"26,000",118.6,3,118.6
2226,(주)제이컬렉션,FAB10RPK2,13.63,"26,000",118.6,3,118.6
2227,(주)제이컬렉션,FAB10LDUJ2,13.63,"26,000",118.6,3,118.6
2228,(주)제이컬렉션,FAB10LOR2,13.63,"26,000",118.6,3,118.6
2229,(주)제이컬렉션,FAB10ROR2,13.63,"26,000",118.6,3,118.6
2230,(주)제이컬렉션,FAB10LRD2,13.63,"26,000",118.6,3,118.6
2231,(주)제이컬렉션,FAB10LWH2,13.63,"26,000",118.6,3,118.6
2232,LG전자(주),M272PR34BL,34.93,"67,000",273.1,2,273.1
2233,삼성전자(주),RF85T9131AP,39.2,"75,000",877.2,1,877.2
2234,삼성전자(주),RF85T9111AP,39.2,"75,000",877.2,1,877.2
2235,삼성전자(주),RF85T9111T2,39.2,"75,000",877.2,1,877.2
2236,주식회사 루컴즈,CR162WK1,23.86,"46,000",162,3,162
2237,주식회사 루컴즈,CR162GK1,23.86,"46,000",162,3,162
2238,삼성전자(주),RF85T9132AP,42.88,"82,000",877.2,1,877.2
2239,삼성전자(주),RF85T9013T2,47.6,"91,000",877.2,2,877.2
2240,삼성전자(주),RF85T9013T1,47.6,"91,000",877.2,2,877.2
2241,삼성전자(주),RF85T914135,38.26,"73,000",876.1,1,876.1
2242,주식회사 루컴즈,F162M1-G,23.86,"46,000",162,3,162
2243,주식회사 루컴즈,R162M1-G,23.86,"46,000",162,3,162
2244,주식회사 루컴즈,R162M1-W,23.86,"46,000",162,3,162
2245,삼성전자(주),RF85T901335,47.6,"91,000",877.2,2,877.2
2246,삼성전자(주),RF85T9003T2,47.6,"91,000",877.2,2,877.2
2247,주식회사 루컴즈,TR162GK1,23.86,"46,000",162,3,162
2248,주식회사 루컴즈,TR162WK1,23.86,"46,000",162,3,162
2249,주식회사 루컴즈,ER162GK1,23.86,"46,000",162,3,162
2250,주식회사 루컴즈,ER162WK1,23.86,"46,000",162,3,162
2251,삼성전자(주),RF85T9131T1,39.2,"75,000",877.2,1,877.2
2252,삼성전자(주),RF85T9141T1,38.26,"73,000",876.1,1,876.1
2253,오텍캐리어냉장 주식회사,CRF-TD138BDS,24.37,"47,000",138.5,3,138.5
2254,삼성전자(주),RF85T9003AP,47.6,"91,000",877.2,2,877.2
2255,삼성전자(주),RF85T9013AP,47.6,"91,000",877.2,2,877.2
2256,삼성전자(주),RF85T9132T2,42.88,"82,000",877.2,1,877.2
2257,오텍캐리어냉장 주식회사,CRF-TD46VBSA,9.73,"19,000",45.8,4,45.8
2258,오텍캐리어냉장 주식회사,CRF-TD92VBSA,13.14,"25,000",91.2,3,91.2
2259,삼성전자(주),RF85T9141AP,38.26,"73,000",876.1,1,876.1
2260,주식회사 루컴즈,F162M1-W,23.86,"46,000",162,3,162
2261,삼성전자(주),RF85T9332AP,47.82,"92,000",868.7,2,868.7
2262,삼성전자(주),RF85T9203AP,51.52,"99,000",874.2,2,874.2
2263,삼성전자(주),RF85T926235,46.26,"89,000",874.1,2,874.1
2264,삼성전자(주),RF85T9333T2,54.9,"105,000",868.7,2,868.7
2265,삼성전자(주),RF85T9333AP,54.9,"105,000",868.7,2,868.7
2266,삼성전자(주),RF85T9332T2,47.82,"92,000",868.7,2,868.7
2267,삼성전자(주),RF85T9203T2,51.52,"99,000",874.2,2,874.2
2268,삼성전자(주),RF85T9262T2,46.26,"89,000",874.1,2,874.1
2269,삼성전자(주),RF85T9262AP,46.26,"89,000",874.1,2,874.1
2270,삼성전자(주),RF61T91C335,40.42,"78,000",608.9,2,608.9
2271,삼성전자(주),RF85T98B2AP,48.82,"94,000",845,2,845
2272,삼성전자(주),RF85T92N1T1,40.29,"77,000",853.8,1,853.8
2273,삼성전자(주),RF85T92M135,40.29,"77,000",853.8,1,853.8
2274,삼성전자(주),RF85T92M1T1,40.29,"77,000",853.8,1,853.8
2275,삼성전자(주),RF85T92M1AP,40.29,"77,000",853.8,1,853.8
2276,삼성전자(주),RF61T91R235,36.1,"69,000",607.4,2,607.4
2277,LG전자(주),F873MT75E,43.25,"83,000",876.2,1,876.2
2278,삼성전자(주),RF85T98A2T2,48.82,"94,000",845,2,845
2279,삼성전자(주),RF85T98A2AP,48.82,"94,000",845,2,845
2280,삼성전자(주),RF85T98B2T2,48.82,"94,000",845,2,845
2281,삼성전자(주),RF85T92P1G1,40.06,"77,000",854.9,1,854.9
2282,삼성전자(주),RF61T91C3AP,40.42,"78,000",608.9,2,608.9
2283,(주)제이컬렉션,FAB10RCR2,13.63,"26,000",118.6,3,118.6
2284,(주)제이컬렉션,FAB30LPG3,22.98,"44,000",283,1,283
2285,(주)제이컬렉션,FAB30LSV3,22.98,"44,000",283,1,283
2286,(주)제이컬렉션,FAB30LWH3,22.98,"44,000",283,1,283
2287,삼성전자(주),RF85T92N1AP,40.29,"77,000",853.8,1,853.8
2288,삼성전자(주),RF85T92P1AP,40.06,"77,000",854.9,1,854.9
2289,LG전자(주),S831SN35E,41.3,"79,000",821.8,1,821.8
2290,LG전자(주),S833TS30E,41.31,"79,000",823.6,1,823.6
