번호,업체명,모델명,월간소비전력량(kwh/월),연간에너지비용(원),용량,효율등급,시간당 이산화탄소 배출량
1470,주식회사 위니아전자매뉴팩처링,WWRW928EEGAC1,39.95,"77,000",870,1,870
1471,주식회사 위니아전자매뉴팩처링,WWRW928EEGDF1,39.95,"77,000",870,1,870
1472,주식회사 위니아전자매뉴팩처링,WWRW928ESGMV1,39.95,"77,000",870,1,870
1473,주식회사 위니아전자매뉴팩처링,WWRW928ESGFM1,39.95,"77,000",870,1,870
1474,주식회사 위니아전자매뉴팩처링,WWRW928ESGFF1,39.95,"77,000",870,1,870
1475,주식회사 위니아전자매뉴팩처링,WWRW928ESGER1,39.95,"77,000",870,1,870
1476,주식회사 위니아전자매뉴팩처링,WWRW928ESGEE1,39.95,"77,000",870,1,870
1477,주식회사 위니아전자매뉴팩처링,WWRW928ESGEC1,39.95,"77,000",870,1,870
1478,주식회사 위니아전자매뉴팩처링,WWRW928EEGAA1,39.95,"77,000",870,1,870
1479,주식회사 위니아전자매뉴팩처링,WWRW928EEGAE1,39.95,"77,000",870,1,870
1480,주식회사 위니아전자매뉴팩처링,WWRW928EEGDC1,39.95,"77,000",870,1,870
1481,주식회사 위니아전자매뉴팩처링,WWRW928EEGRE1,39.95,"77,000",870,1,870
1482,주식회사 위니아전자매뉴팩처링,WWRW928EEGRC1,39.95,"77,000",870,1,870
1483,주식회사 위니아전자매뉴팩처링,WWRW928EEGMA1,39.95,"77,000",870,1,870
1484,주식회사 위니아전자매뉴팩처링,WWRW928EEGMR1,39.95,"77,000",870,1,870
1485,주식회사 위니아전자매뉴팩처링,WWRW928EEGMC1,39.95,"77,000",870,1,870
1486,주식회사 위니아전자매뉴팩처링,WWRW928EEGFD1,39.95,"77,000",870,1,870
1487,주식회사 위니아전자매뉴팩처링,WWRW928EEGFE1,39.95,"77,000",870,1,870
1488,주식회사 위니아전자매뉴팩처링,WWRW928EEGFC1,39.95,"77,000",870,1,870
1489,주식회사 위니아전자매뉴팩처링,WWRW928EEGER1,39.95,"77,000",870,1,870
1490,주식회사 위니아전자매뉴팩처링,WWRW928EEGEM1,39.95,"77,000",870,1,870
1491,주식회사 위니아전자매뉴팩처링,WWRW928EEGEF1,39.95,"77,000",870,1,870
1492,주식회사 위니아전자매뉴팩처링,WWRW928EEGEE1,39.95,"77,000",870,1,870
1493,하이얼 전자판매(주),FC2-455-2,25.7,"49,000",329.9,1,329.9
1494,주식회사 위니아전자매뉴팩처링,WWRW928ESGRC1,39.95,"77,000",870,1,870
1495,주식회사 위니아전자매뉴팩처링,WWRW928ESGRF1,39.95,"77,000",870,1,870
1496,주식회사 위니아전자매뉴팩처링,WWRW928ESGRR1,39.95,"77,000",870,1,870
1497,하이얼 전자판매(주),WT-195R,28.67,"55,000",190.3,3,190.3
1498,삼성전자(주),RB33A3004AP,34.08,"65,000",337,4,337
1499,하이얼 전자판매(주),FN2-46S-2,23.02,"44,000",310.2,1,310.2
1500,주식회사 위니아전자매뉴팩처링,WWRW928ESGAF1,39.95,"77,000",870,1,870
1501,주식회사 위니아전자매뉴팩처링,WWRW928ESGAV1,39.95,"77,000",870,1,870
1502,주식회사 위니아전자매뉴팩처링,WWRW928ESGDD1,39.95,"77,000",870,1,870
1503,주식회사 위니아전자매뉴팩처링,WWRW928ESGDR1,39.95,"77,000",870,1,870
1504,주식회사 위니아전자매뉴팩처링,WWRW928ESGDC1,39.95,"77,000",870,1,870
1505,주식회사 위니아전자매뉴팩처링,WWRW928ESGRM1,39.95,"77,000",870,1,870
1506,주식회사 위니아전자매뉴팩처링,WWRW928ESGRV1,39.95,"77,000",870,1,870
1507,주식회사 위니아전자매뉴팩처링,WWRW928ESGRE1,39.95,"77,000",870,1,870
1508,주식회사 위니아전자매뉴팩처링,WWRW928ESGMR1,39.95,"77,000",870,1,870
1509,주식회사 위니아전자매뉴팩처링,WWRW928ESGAA1,39.95,"77,000",870,1,870
1510,주식회사 위니아전자매뉴팩처링,WWRW928ESGAM1,39.95,"77,000",870,1,870
1511,주식회사 위니아전자매뉴팩처링,WWRW928ESGAE1,39.95,"77,000",870,1,870
1512,주식회사 위니아전자매뉴팩처링,WWRW928ESGDF1,39.95,"77,000",870,1,870
1513,주식회사 위니아전자매뉴팩처링,WWRW928ESGDE1,39.95,"77,000",870,1,870
1514,주식회사 위니아전자매뉴팩처링,WWRW928ESGDV1,39.95,"77,000",870,1,870
1515,주식회사 위니아전자매뉴팩처링,WWRW928ESGRA1,39.95,"77,000",870,1,870
1516,주식회사 위니아전자매뉴팩처링,WWRW928ESGRD1,39.95,"77,000",870,1,870
1517,삼성전자(주),RR39A7685AP,13.66,"26,000",382.3,1,382.3
1518,삼성전자(주),RR39A7605AP,13.66,"26,000",382.3,1,382.3
1519,삼성전자(주),RR39A7695AP,14.69,"28,000",382.7,1,382.7
1520,삼성전자(주),RR39A760535,13.66,"26,000",382.3,1,382.3
1521,LG전자(주),M871FBS041,38.26,"73,000",878.9,1,878.9
1522,LG전자(주),M871AAA041,38.26,"73,000",878.9,1,878.9
1523,LG전자(주),M871MWW041,38.26,"73,000",878.9,1,878.9
1524,LG전자(주),M871MGG151,41.79,"80,000",874.1,1,874.1
1525,LG전자(주),M871GSM041,38.26,"73,000",878.9,1,878.9
1526,LG전자(주),M871GBB041,38.26,"73,000",878.9,1,878.9
1527,삼성전자(주),RF85A92W19Y,41.23,"79,000",840.7,1,840.7
1528,삼성전자(주),RB33A3662AP,26.8,"51,000",337,3,337
1529,LG전자(주),M871GPB041,38.26,"73,000",878.9,1,878.9
1530,LG전자(주),W821GSM153,55.65,"107,000",822.6,2,822.6
1531,LG전자(주),W821MGG153,55.65,"107,000",822.6,2,822.6
1532,LG전자(주),W821MGG453,55.65,"107,000",822.6,2,822.6
1533,LG전자(주),W821FBS153,55.65,"107,000",822.6,2,822.6
1534,LG전자(주),W821AAA153,55.65,"107,000",822.6,2,822.6
1535,LG전자(주),W821GPB453,55.65,"107,000",822.6,2,822.6
1536,LG전자(주),W821GSM453,55.65,"107,000",822.6,2,822.6
1537,삼성전자(주),RB33A3661AP,24.86,"48,000",334.6,3,334.6
1538,LG전자(주),W821SGS153,55.65,"107,000",822.6,2,822.6
1539,LG전자(주),W821AAA453,55.65,"107,000",822.6,2,822.6
1540,LG전자(주),W821FBS453,55.65,"107,000",822.6,2,822.6
1541,LG전자(주),W821GPB153,55.65,"107,000",822.6,2,822.6
1542,LG전자(주),W821GBB153,55.65,"107,000",822.6,2,822.6
1543,LG전자(주),W821GBB453,55.65,"107,000",822.6,2,822.6
1544,삼성전자(주),RR05FARAEWW,12.94,"25,000",42.9,5,42.9
1545,(주)밀레코리아,K2801Vi,19.5,"37,000",463,1,463
1546,하이얼 전자판매(주),BCD-445WE2,42.32,"81,000",433.4,4,433.4
1547,하이얼 전자판매(주),DE2-22,26.5,"51,000",167.5,3,167.5
1548,삼성전자(주),RB33T3661AP,24.86,"48,000",334.6,3,334.6
1549,루컴즈전자 주식회사,R29M01-S,30.66,"59,000",297,2,297
1550,삼성전자(주),RS80A5120M9,40.94,"79,000",810.8,1,810.8
1551,주식회사 위니아전자매뉴팩처링,WWRV908EFGNB1,38.5,"74,000",854.3,1,854.3
1552,주식회사 위니아전자매뉴팩처링,DWWRV908EFGNB1,38.5,"74,000",854.3,1,854.3
1553,주식회사 위니아전자매뉴팩처링,RX80EFENG1,38.5,"74,000",854.3,1,854.3
1554,주식회사 위니아전자매뉴팩처링,WWRX918EPGAA1,39.81,"76,000",844.2,1,844.2
1555,주식회사 위니아전자매뉴팩처링,DWWRX918EPGAA1,39.81,"76,000",844.2,1,844.2
1556,주식회사 위니아전자매뉴팩처링,WWRX918EPGFE1,39.81,"76,000",844.2,1,844.2
1557,주식회사 위니아전자매뉴팩처링,BWRX918EPGAA1,39.81,"76,000",844.2,1,844.2
1558,삼성전자(주),RF85A913101,37.07,"71,000",877.1,1,877.1
1559,삼성전자(주),RF85A912135,37.84,"73,000",877.5,1,877.5
1560,삼성전자(주),RF85A912101,37.84,"73,000",877.5,1,877.5
1561,삼성전자(주),RF85A92M101,41.39,"79,000",852.4,1,852.4
1562,주식회사 위니아전자매뉴팩처링,WWRK848EEGVD,43.28,"83,000",830,1,830
1563,주식회사 위니아전자매뉴팩처링,WWRG818ESJRD1,40.66,"78,000",802,1,802
1564,삼성전자(주),RF85A92N135,41.04,"79,000",852.8,1,852.8
1565,삼성전자(주),RF85A92N101,41.04,"79,000",852.8,1,852.8
1566,삼성전자(주),RF85A913135,37.07,"71,000",877.1,1,877.1
1567,주식회사 위니아전자매뉴팩처링,WWRG818EPJND1,40.66,"78,000",802,1,802
1568,삼성전자(주),RF85A92M135,41.39,"79,000",852.4,1,852.4
1569,주식회사 위니아전자매뉴팩처링,WWRW938EEMPS,49.2,"94,000",886,2,886
1570,주식회사 위니아전자매뉴팩처링,WWRW938EEMPS1,40.18,"77,000",886,1,886
1571,주식회사 위니아전자매뉴팩처링,EWRW938EEMPS1,40.18,"77,000",886,1,886
1572,주식회사 위니아전자매뉴팩처링,GWRW938EEMES1,40.18,"77,000",886,1,886
1573,주식회사 위니아전자매뉴팩처링,WWRW928ESGDM1,39.95,"77,000",870,1,870
1574,주식회사 위니아전자매뉴팩처링,DWWRW928ESGAC1,39.95,"77,000",870,1,870
1575,주식회사 위니아전자매뉴팩처링,DWWRW928EEGDD1,39.95,"77,000",870,1,870
1576,주식회사 위니아전자매뉴팩처링,WWRW928EEGDM1,39.95,"77,000",870,1,870
1577,주식회사 위니아전자매뉴팩처링,WWRW928ESGAC1,39.95,"77,000",870,1,870
1578,주식회사 위니아전자매뉴팩처링,WWRW928ESGFE1,39.95,"77,000",870,1,870
1579,주식회사 위니아전자매뉴팩처링,WWRW928EEGDD1,39.95,"77,000",870,1,870
1580,주식회사 위니아전자매뉴팩처링,DWWRW928EEGDM1,39.95,"77,000",870,1,870
1581,삼성전자(주),RF85A92V135,41.2,"79,000",840.6,1,840.6
1582,주식회사 씨엔컴퍼니,REF-S92C,15.94,"31,000",92.4,4,92.4
1583,LG전자(주),R320S,15.26,"29,000",386.6,1,386.6
1584,삼성전자(주),RF85A93J101,44.59,"86,000",866.7,1,866.7
1585,주식회사 위니아전자매뉴팩처링,WWRW928EEGRD1,39.95,"77,000",870,1,870
1586,주식회사 위니아전자매뉴팩처링,DWWRW928EEGRD1,39.95,"77,000",870,1,870
1587,주식회사 위니아전자매뉴팩처링,WWRW928EEGDR1,39.95,"77,000",870,1,870
1588,삼성전자(주),RF85A92V101,41.2,"79,000",840.6,1,840.6
1589,삼성전자(주),RF85A93J135,44.59,"86,000",866.7,1,866.7
1590,주식회사 위니아전자매뉴팩처링,RX80EPENG1,39.81,"76,000",844.2,1,844.2
1591,주식회사 위니아전자매뉴팩처링,DGWRW938EEMES1,40.18,"77,000",886,1,886
1592,주식회사 위니아전자매뉴팩처링,WWRW938EEMHS1,40.18,"77,000",886,1,886
1593,주식회사 위니아전자매뉴팩처링,WWRW928ESGAR1,39.95,"77,000",870,1,870
1594,주식회사 위니아전자매뉴팩처링,WWRW928ESGEV1,39.95,"77,000",870,1,870
1595,하이얼 전자판매(주),HRF-H244PW,26.11,"50,000",244.1,2,244.1
1596,삼성전자(주),RF85A98T101,44.67,"86,000",837.5,2,837.5
1597,삼성전자(주),RF85A98T135,44.67,"86,000",837.5,2,837.5
1598,삼성전자(주),RF60A91D16T,32.46,"62,000",616.6,2,616.6
1599,주식회사 코스모앤컴퍼니,CNef 4315,22.26,"43,000",321,3,321
1600,삼성전자(주),RF85A9121T1,37.84,"73,000",877.5,1,877.5
1601,삼성전자(주),RF85A91216X,37.84,"73,000",877.5,1,877.5
1602,삼성전자(주),RF60A91D135,32.46,"62,000",616.6,2,616.6
1603,삼성전자(주),RF60A91D155,32.46,"62,000",616.6,2,616.6
1604,삼성전자(주),RF60A91D101,32.46,"62,000",616.6,2,616.6
1605,마루나,BCD-175HB,25.31,"49,000",168.1,3,168.1
1606,삼성전자(주),RF85A92X135,41.97,"81,000",841.8,1,841.8
1607,삼성전자(주),RF85A92X1T1,41.97,"81,000",841.8,1,841.8
1608,LG전자(주),B501S51,32.98,"63,000",508.4,3,508.4
1609,삼성전자(주),RF85A924101,41.5,"80,000",869.4,1,869.4
1610,삼성전자(주),RF85A9241T1,41.5,"80,000",869.4,1,869.4
1611,마루나,BCD-255HB,26.91,"52,000",220.3,3,220.3
1612,마루나,BCD-230HS,24.53,"47,000",210.1,3,210.1
1613,삼성전자(주),RF85A924135,41.5,"80,000",869.4,1,869.4
1614,마루나,BCD-230HB,24.53,"47,000",210.1,3,210.1
1615,마루나,BC-50S,12.66,"24,000",47,5,47
1616,삼성전자(주),RF85A92X101,41.97,"81,000",841.8,1,841.8
1617,마루나,BCD-175HS,25.31,"49,000",168.1,3,168.1
1618,삼성전자(주),RF85A92P1G1B,41.04,"79,000",852.8,1,852.8
1619,마루나,BCD-255HS,26.91,"52,000",220.3,3,220.3
1620,마루나,BC-50B,12.66,"24,000",47,5,47
1621,삼성전자(주),RF85A92P16TB,41.04,"79,000",852.8,1,852.8
1622,마루나,BC-90,15.09,"29,000",87.1,4,84.2
1623,마루나,BCD-255H,26.91,"52,000",220.3,3,220.3
1624,마루나,BCD-175H,25.31,"49,000",168.1,3,168.1
1625,마루나,BCD-138H,23.36,"45,000",130.4,3,130.4
1626,서울전자,RT25ACM,30.46,"58,000",225.2,3,225.2
1627,마루나,BCD-230H,24.53,"47,000",210.1,3,210.1
1628,삼성전자(주),RF85A910335,46.35,"89,000",878.2,2,878.2
1629,삼성전자(주),RF85A9103T1,46.35,"89,000",878.2,2,878.2
1630,삼성전자(주),RF85A910135,37.22,"71,000",878.2,1,878.2
1631,마루나,BCD-95H,19.95,"38,000",85.2,4,85.2
1632,삼성전자(주),RF85A910101,37.22,"71,000",878.2,1,878.2
1633,주식회사 윈텍,WB-260CF,34.86,"67,000",260,2,260
1634,삼성전자(주),RF85A911135,37.22,"71,000",878.2,1,878.2
1635,마루나,BC-50,12.66,"24,000",47,5,48.9
1636,삼성전자(주),RF60A91C301,36.94,"71,000",616.5,2,616.5
1637,삼성전자(주),RF85A910301,46.35,"89,000",878.2,2,878.2
1638,삼성전자(주),RF85A9101T1,37.22,"71,000",878.2,1,878.2
1639,삼성전자(주),RF85A911101,37.22,"71,000",878.2,1,878.2
1640,삼성전자(주),RF85A9111T1,37.22,"71,000",878.2,1,878.2
1641,주식회사 위니아전자매뉴팩처링,RW80EEENG1,40.18,"77,000",886,1,886
1642,주식회사 위니아전자매뉴팩처링,RW80ESENG1,39.95,"77,000",870,1,870
1643,주식회사 위니아전자매뉴팩처링,RW80EEENG3,49.2,"94,000",886,2,886
1644,LG전자(주),M871GSM151,41.79,"80,000",874.1,1,874.1
1645,LG전자(주),M871FBS151,41.79,"80,000",874.1,1,874.1
1646,LG전자(주),M871GSM551,46.34,"89,000",873.4,1,873.4
1647,LG전자(주),M871GPB551,46.34,"89,000",873.4,1,873.4
1648,LG전자(주),M871MWW551,46.34,"89,000",873.4,1,873.4
1649,LG전자(주),M871GBB151,41.79,"80,000",874.1,1,874.1
1650,LG전자(주),M871AAA151,41.79,"80,000",874.1,1,874.1
1651,LG전자(주),M871GPB151,41.79,"80,000",874.1,1,874.1
1652,LG전자(주),M871MWW151,41.79,"80,000",874.1,1,874.1
1653,LG전자(주),M871FBS551,46.34,"89,000",873.4,1,873.4
1654,LG전자(주),M871GBB551,46.34,"89,000",873.4,1,873.4
1655,LG전자(주),M871AAA551,46.34,"89,000",873.4,1,873.4
1656,삼성전자(주),RF85A92P1AP,41.04,"79,000",852.8,1,852.8
1657,루컴즈전자 주식회사,BCD-297WEMKA,30.66,"59,000",297,2,297
1658,삼성전자(주),RF85A9121AP,37.84,"73,000",877.5,1,877.5
1659,삼성전자(주),RF85A98B1AP,44.3,"85,000",837.9,2,837.9
1660,삼성전자(주),RF85A92N1AP,41.04,"79,000",852.8,1,852.8
1661,삼성전자(주),RF85A92W1AP,41.23,"79,000",840.7,1,840.7
1662,삼성전자(주),RF60A91C3AP,36.94,"71,000",616.5,2,616.5
1663,삼성전자(주),RF60A91R1AP,34.19,"66,000",585.1,2,585.1
1664,삼성전자(주),RF85A9103AP,46.35,"89,000",878.2,2,878.2
1665,삼성전자(주),RF60A91D1AP,32.46,"62,000",616.6,2,616.6
1666,삼성전자(주),RF85A9001AP,37.22,"71,000",878.2,1,878.2
1667,삼성전자(주),RF85A9101AP,37.22,"71,000",878.2,1,878.2
1668,LG전자(주),M871SGS151,41.79,"80,000",874.1,1,874.1
1669,삼성전자(주),RF85A9111AP,37.22,"71,000",878.2,1,878.2
1670,LG전자(주),M871SGS551,46.34,"89,000",873.4,1,873.4
1671,주식회사 위니아에이드,WWRG247EEMES1,25.31,"49,000",243,2,243
1672,주식회사 위니아에이드,WWRS081EESCU,10.53,"20,000",79,3,79
1673,주식회사 위니아에이드,EWRG247EEMPS1,25.31,"49,000",243,2,243
1674,주식회사 위니아,EKRA121EEMOT1,9.78,"19,000",115.4,2,115.4
1675,주식회사 위니아에이드,WWRS121EESCU,10.02,"19,000",124,2,124
1676,삼성전자(주),RF85A92K1AP,41.5,"80,000",869.4,1,869.4
1677,삼성전자(주),RF85A92V1AP,41.2,"79,000",840.6,1,840.6
1678,삼성전자(주),RF85A93J1AP,44.59,"86,000",866.7,1,866.7
1679,삼성전자(주),RF85A9241AP,41.5,"80,000",869.4,1,869.4
